Age,Gender,PostalCode,ResidenceYears,ResidenceType,DistanceResidenceCampus,Commute,NativeLanguage,OtherLanguages,BirthCountry,LengthCm,WeightKg,DominantHand,DominantFoot,Diagnose,AlcoholConsumption,CigaretteConsumption,SleepHours,Rested,Happiness,EducationFather,OccupationFather,EducationMother,OccupationMother,FamilyIncome,FamilySize,NumSiblings,SiblingRank,FamilySituation,DivorcedYears,HappinessHome,ParentsStemEducation,ParentsStemOccupation,ParentsHelp,SecondaryEducation,EducationSector,KindergartenAge,SecondaryDiplomaYears,MathHours1,MathHours2,MathHours3,SecondaryMathResults,OtherEducation,OtherDiploma,Elective,ClassSize,ClassSizeComfort,ClassSizeAttention,MathPrep,MathTeacherHelpful,MathTeacherAvailable,Credits,StudyTimeGeneralHours,StudyTimeITHours,NonStudyTimeITHours,ITMainDomain,ITProjects,NumProgrammingLanguages,MathFun,MathConfidence,MathEffort,MathStress,MathMoreStress,MathProblemAction,RankFamily,RankYouthMovement,RankYouthHouse,RankMusic,RankSportsClub,RankHome,RankAssociation,RankFriends,OutdoorChild,OutdoorNow,OutdoorChildCompany,SportHours,SportType,ReadingHours,ReadingLanguages,ReadingEnjoyment,ComputerUseProHours,ComputerUseRecHours,ComputerGameTypes,ComputerGameNeglect,BrainGameHours,MusicalInstrument,MusicEducation,MusicYears,SheetMusic,SpendingMoney,SpendingGames,LootBoxKnow,LootBoxIllegal,LootBoxBought1,LootBoxBought2,TestQ01,TestQ02,TestQ03,TestQ04,TestQ05,TestQ06,TestQ07,TestQ08,TestQ09,TestQ10,TestQ11,TestQ12,TestQ13,TestQ14,TestQ15,TestTimeMins,GradeMath4IT,GradePOD1,GradeOOP1,GradeOOP2,GradeWA1,GradeWA2,GradePRJ1
21,Mannelijk,9000,3,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",0,Te voet,Nederlands,Engels,België,180,75,Rechtshandig,Rechtsvoetig,Nee,0,0,9,10,10,Bachelor of equivalent (hogeschool),Zelfstandige,Master of equivalent (universiteit),Zelfstandige,Ik weet het niet,4,1,2,Twee-oudergezin: vader en moeder,,10,Ja,Ja,7,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,4,4,4,4,8,"Ja, een universitaire opleiding binnen STEM",Nee,Systeem- en netwerkbeheer,20,10,0,5,7,5,64,8,5,50,Anders,Dat heb ik vaak gedaan,9,5,5,8,6,3,Ik probeer het onmiddellijk op te lossen,2,4,6,5,7,1,8,3,> 5 keer per week,< 1 keer per week,Met vrienden,1,Individuele sport,15,Engels,10,12,1,Strategie,Af en toe,1,,,,Nee,0,0,Ja,Ja,Ja,Ja,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12
21,Mannelijk,9880,21,Ik verblijf thuis bij mijn ouders/voogd,23,Trein,Nederlands,Engels,België,169,65,Rechtshandig,Rechtsvoetig,Nee,0,0,7,7,10,Hoger secundair onderwijs,Onderwijs,Bachelor of equivalent (hogeschool),Onderwijs,3000€ - 4499€,4,1,2,Twee-oudergezin: vader en moeder,,6,Nee,Nee,8,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,,3,5,5,6,8,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,20,5,5,8,10,10,57,0,8,0,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,8,7,7,5,0,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,6,7,8,4,1,5,3,2-5 keer per week,2-5 keer per week,Alleen,3,Teamsport,0,"Nederlands,Engels",6,6,2,Shooter,Zelden,0,Nee,,,Nee,0,0,Ja,Ja,Ja,Ja,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,60,16,14,13,16,15,13,16
22,Mannelijk,8500,12,,50,Trein,"Nederlands,Frans",,België,180,69,Tweehandig (ambidexter),Rechtsvoetig,Nee,1,0,7,8,6,Ik weet het niet,Gepensioneerd,Ik weet het niet,Gepensioneerd,< 1500€,2,0,1,Twee-oudergezin: vader en moeder,5,7,Nee,Nee,6,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,3,4,4,4,4,"Ja, een hogeschoolopleiding buiten STEM",Nee,Programmeren,32,5,6,4,5,5,60,0,0,0,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,4,4,4,4,4,Ik laat het probleem liggen voor wat het is,2,6,3,7,4,1,5,8,"Nee, nooit","Nee, nooit",Alleen,0,Ik beoefen geen sport,0,"Nederlands,Engels",4,5,5,Strategie,Altijd,1,Snaarinstrument,Autodidact,2,Nee,20,0,Nee,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,8,13,10,6,13,6,12
21,Mannelijk,8210,21,Ik verblijf thuis bij mijn ouders/voogd,48,Trein,Nederlands,Engels,België,178,72,Tweehandig (ambidexter),Rechtsvoetig,Nee,0,0,6,6,3,Bachelor of equivalent (hogeschool),Ambtenaar,Hoger secundair onderwijs,Arbeider,4500€ - 5999€,3,0,1,Twee-oudergezin: vader en moeder,,10,Nee,Nee,9,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,3,5,5,4,8,Nee,Nee,Programmeren,0,5,5,5,9,10,55,8,8,4,Grafisch ontwerp,Dat heb ik regelmatig gedaan,3,7,7,10,3,5,Ik sla het probleem over en bekijk het later nog eens,4,5,8,7,1,3,6,2,> 5 keer per week,2-5 keer per week,Met vrienden,6,Teamsport,2,"Nederlands,Engels",10,4,4,Role Playing,Vaak,0,Nee,,,Nee,25,10,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,11,13,13,10,13,9,13
19,Mannelijk,9506,19,Ik verblijf thuis bij mijn ouders/voogd,20,Trein,Nederlands,Engels,België,180,99,Linkshandig,Linksvoetig,Nee,1,0,6,2,7,Hoger secundair onderwijs,Arbeider,Hoger secundair onderwijs,Bediende,3000€ - 4499€,4,1,2,Twee-oudergezin: vader en moeder,,8,Nee,Nee,5,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,2,4,5,4,8,Nee,Nee,Programmeren,20,10,6,7,6,7,60,10,20,4,Software-ontwikkeling,Dat heb ik regelmatig gedaan,1,7,8,7,4,3,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",5,4,7,8,2,1,6,3,> 5 keer per week,2-5 keer per week,Met vrienden,6,Teamsport,0,"Nederlands,Engels",8,10,6,Shooter,Zelden,2,Nee,,,Nee,50,0,Ja,Ja,Ja,"Nee, ik wilde wel maar kon dit niet of wist niet hoe",1,1,1,1,1,1,0,0,0,0,0.5,0,0,0,0,35,11,12,12,13,14,15,15
20,Mannelijk,9070,20,Ik verblijf thuis bij mijn ouders/voogd,15,Auto,Nederlands,Engels,België,175,66,Linkshandig,Rechtsvoetig,Nee,3,0,5,5,4,Bachelor of equivalent (hogeschool),Ambtenaar,Master of equivalent (universiteit),Ambtenaar,3000€ - 4499€,4,1,2,Twee-oudergezin: vader en moeder,,7,Nee,Nee,7,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,2,4,2,4,7,Nee,Nee,Programmeren,28,4,4,1,8,8,63,2,1,10,Software-ontwikkeling,Dat heb ik vaak gedaan,2,0,1,8,8,6,Ik probeer het onmiddellijk op te lossen,2,8,5,7,4,1,6,3,< 1 keer per week,< 1 keer per week,Met vrienden,8,Individuele sport,1,"Nederlands,Engels",4,7,5,Actie,Af en toe,2,Nee,,,Nee,60,0,Ja,Ja,Ja,Ja,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,34,9,12,16,14,16,13,13
24,Mannelijk,9500,23,Ik verblijf thuis bij mijn ouders/voogd,30,Bus,Nederlands,Engels,België,,,Linkshandig,Rechtsvoetig,Autismespectrumstoornis (ASS),0,0,7,3,3,Hoger beroepsonderwijs (HBO5),Bediende,Hoger secundair onderwijs,Zelfstandige,3000€ - 4499€,3,0,1,Twee-oudergezin: vader en moeder,,6,Nee,Nee,0,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,4,7,2,2,2,4,"Ja, een hogeschoolopleiding buiten STEM",Nee,Systeem- en netwerkbeheer,15,5,7,2,5,5,40,2,1,10,Systeembeheer,Dat heb ik regelmatig gedaan,0,2,1,7,4,6,Ik sla het probleem over en bekijk het later nog eens,2,5,8,7,6,1,4,3,2-5 keer per week,1 keer per week,Alleen,1,Ik beoefen geen sport,0,"Nederlands,Engels",5,4,8,Strategie,Vaak,0,Nee,,,Nee,2,2,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,43,9,0,0,0,0,0,0
20,Mannelijk,9308,20,Ik verblijf thuis bij mijn ouders/voogd,33,Trein,Nederlands,Engels,België,187,75,Rechtshandig,Rechtsvoetig,Nee,10,5,8,8,8,Master of equivalent (universiteit),Bediende,Master of equivalent (universiteit),Bediende,4500€ - 5999€,5,2,2,Twee-oudergezin: vader en moeder,,8,Ja,Ja,5,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),3,3,5,5,4,8,Nee,Nee,Programmeren,10,5,3,6,7,5,60,3,5,2,Software-ontwikkeling,Dat heb ik wel eens gedaan,1,7,7,7,2,0,Ik probeer het onmiddellijk op te lossen,4,6,5,8,3,2,7,1,> 5 keer per week,2-5 keer per week,Met vrienden,8,Teamsport,0,Nederlands,5,7,3,Strategie,Vaak,0,Nee,,,Nee,40,0,Ja,Ja,Ja,Ja,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,35,14,12,15,13,18,11,10
21,Mannelijk,9060,21,Ik verblijf thuis bij mijn ouders/voogd,27,Auto,Nederlands,"Engels,Frans",België,180,65,Rechtshandig,Rechtsvoetig,Nee,15,0,8,7,8,Bachelor of equivalent (hogeschool),Bediende,Hoger secundair onderwijs,Arbeider,Ik weet het niet,5,2,2,Twee-oudergezin: vader en moeder,,9,Ja,Ja,9,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,3,5,5,6,8,Nee,Nee,Programmeren,25,7,7,6,8,8,49,4,6,2,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,5,3,8,7,6,Ik sla het probleem over en bekijk het later nog eens,4,2,5,6,7,1,8,3,2-5 keer per week,2-5 keer per week,Met vrienden,3,Teamsport,2,Engels,5,7,4,Shooter,Af en toe,0,Nee,,,Nee,20,10,Ja,Ja,Ja,"Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,10,13,13,13,10,10,13
23,Mannelijk,9280,23,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",6,Auto,Nederlands,Engels,België,172,74,Rechtshandig,Rechtsvoetig,Nee,1,0,7,6,7,Bachelor of equivalent (hogeschool),Zelfstandige,Bachelor of equivalent (hogeschool),Werkloos,Ik weet het niet,4,1,1,Twee-oudergezin: vader en moeder,,6,Ja,Ja,9,Technisch Secundair Onderwijs (TSO),Gemeenschapsonderwijs (GO!),3,5,4,4,8,6,Nee,Nee,Programmeren,20,7,9,9,9,10,57,2,5,5,Internet of Things,Dat heb ik wel eens gedaan,1,7,4,8,3,2,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",4,6,7,8,1,2,5,3,> 5 keer per week,2-5 keer per week,Met vrienden,3,Individuele sport,0,Nederlands,3,8,3,Shooter,Af en toe,0,Nee,,,Nee,20,0,Ja,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,38,11,10,10,10,17,11,10
23,Mannelijk,9660,23,Ik verblijf thuis bij mijn ouders/voogd,30,Trein,Nederlands,Engels,België,175,60,Linkshandig,Linksvoetig,Autismespectrumstoornis (ASS),0,0,7,7,7,Master of equivalent (universiteit),Onderwijs,Bachelor of equivalent (hogeschool),Bediende,1500€ - 2999€,5,3,1,Twee-oudergezin: vader en moeder,,8,Ja,Ja,8,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,5,4,4,3,3,"Ja, een hogeschoolopleiding buiten STEM",Nee,Programmeren,25,3,7,5,8,8,60,2,15,1,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,5,5,8,6,7,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,6,7,4,3,1,8,5,> 5 keer per week,"Nee, nooit",Met broers en/of zussen,0,Ik beoefen geen sport,1,"Nederlands,Engels",9,10,2,Adventure,Af en toe,0,Nee,,,Nee,30,20,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,46,11,11,,10,,,15
20,Mannelijk,9700,20,Ik verblijf thuis bij mijn ouders/voogd,24,Trein,Nederlands,Engels,België,180,55,Rechtshandig,Rechtsvoetig,Nee,4,0,7,4,8,Hoger secundair onderwijs,Zelfstandige,Bachelor of equivalent (hogeschool),Bediende,3000€ - 4499€,4,1,1,Twee-oudergezin: vader en moeder,,10,Nee,Nee,5,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,3,4,6,6,7,Nee,Nee,Programmeren,20,5,5,4,5,5,64,6,20,0,Software-ontwikkeling,Dat heb ik wel eens gedaan,1,9,8,4,2,0,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,8,7,5,4,1,6,3,2-5 keer per week,"Nee, nooit",Met vrienden,3,Individuele sport,0,"Nederlands,Engels",7,8,3,Shooter,Af en toe,10,Nee,,,Ja,30,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,13,12,18,16,16,13,14
21,Mannelijk,1785,19,Ik verblijf thuis bij mijn ouders/voogd,55,Trein,Nederlands,Engels,België,190,89,Rechtshandig,Rechtsvoetig,Aandachtstekort-hyperactiviteitstoornis (ADD/ADHD),5,5,8,5,4,Master of equivalent (universiteit),Bediende,Hoger secundair onderwijs,Bediende,Ik weet het niet,4,1,2,Twee-oudergezin: vader en moeder,,9,Ja,Ja,8,Technisch Secundair Onderwijs (TSO),Stedelijke of gemeenteschool,2.5,3,5,4,4,4,Nee,Nee,Systeem- en netwerkbeheer,20,9,7,4,7,8,32,10,10,30,Internet of Things,Dat heb ik vaak gedaan,2,2,5,7,9,10,Ik sla het probleem over en bekijk het later nog eens,2,6,5,8,4,3,7,1,2-5 keer per week,2-5 keer per week,Met broers en/of zussen,8,Individuele sport,1,"Nederlands,Engels",7,6,3,Actie,Af en toe,2,Nee,,,Nee,30,5,Ja,Ja,Ja,Ja,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,35,10,10,12,12,16,13,12
22,Mannelijk,8920,22,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",3,Fiets,Nederlands,Engels,België,179,74,Rechtshandig,Rechtsvoetig,Nee,15,0,8,7,8,Hoger secundair onderwijs,Zelfstandige,Hoger secundair onderwijs,Bediende,3000€ - 4499€,4,1,1,Twee-oudergezin: vader en moeder,,9,Nee,Nee,5,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,5,5,4,3,6,"Ja, een hogeschoolopleiding buiten STEM","Ja, een universitaire opleiding buiten STEM",Programmeren,20,7,8,4,8,8,56,2,10,4,Software-ontwikkeling,Dat heb ik regelmatig gedaan,1,8,8,7,6,6,Ik sla het probleem over en bekijk het later nog eens,6,2,4,8,5,1,7,3,2-5 keer per week,1 keer per week,Met broers en/of zussen,2,Individuele sport,4,"Nederlands,Engels",8,2,5,Actie,Af en toe,2,Snaarinstrument,Autodidact,2,Nee,50,2,Ja,Ja,Ja,"Nee, omwille van andere redenen",,,,,,,,,,,,,,,,,11,15,13,14,14,12,10
22,Mannelijk,9160,22,Ik verblijf thuis bij mijn ouders/voogd,30,Trein,Nederlands,Engels,België,185,75,Rechtshandig,Rechtsvoetig,Nee,3,0,6,2,8,Lager secundair onderwijs,Bediende,Lager secundair onderwijs,Ambtenaar,4500€ - 5999€,4,1,2,Twee-oudergezin: vader en moeder,,9,Nee,Ja,4,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,4,5,5.5,6,6,"Ja, een hogeschoolopleiding binnen STEM",Nee,Systeem- en netwerkbeheer,20,8,1,2,3,2,40,2,10,10,Grafisch ontwerp,Dat heb ik wel eens gedaan,1,10,6,10,4,5,Ik sla het probleem over en bekijk het later nog eens,4,8,7,6,1,2,5,3,> 5 keer per week,2-5 keer per week,Met broers en/of zussen,8,Teamsport,2,"Nederlands,Engels",10,2,4,Sport,Vaak,0,Nee,,,Nee,50,0,Ja,Ja,Ja,"Nee, omwille van andere redenen",,,,,,,,,,,,,,,,,13,13,14,10,10,10,10
22,Mannelijk,9680,22,Ik verblijf thuis bij mijn ouders/voogd,35,Trein,Nederlands,Engels,België,189,91,Rechtshandig,Rechtsvoetig,Nee,16,0,7,5,4,Hoger secundair onderwijs,Bediende,Hoger secundair onderwijs,Arbeider,Ik weet het niet,3,1,2,Alleenstaande of gescheiden moeder,4,6,Ja,Nee,9,Technisch Secundair Onderwijs (TSO),Stedelijke of gemeenteschool,3,5,3,6,6,5,Nee,Nee,Programmeren,20,7,5,6,6,8,21,8,0,20,,Dat heb ik wel eens gedaan,0,8,8,6,5,2,Ik probeer het onmiddellijk op te lossen,4,6,7,8,2,1,3,5,2-5 keer per week,2-5 keer per week,Met broers en/of zussen,12,Individuele sport,0,Nederlands,8,3,10,Actie,Vaak,6,Nee,,,Nee,100,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,0,0,0.5,0,1,0,0,53,16,12,16,10,14,10,16
21,Mannelijk,9300,15,Ik verblijf thuis bij mijn ouders/voogd,1,Fiets,Nederlands,Engels,België,172,64,Rechtshandig,Rechtsvoetig,Autismespectrumstoornis (ASS),3,0,7,6,6,Lager secundair onderwijs,Zelfstandige,Bachelor of equivalent (hogeschool),Onderwijs,Ik weet het niet,4,1,2,Co-ouderschap (afwisselend bij elke ouder),16,7,Nee,Nee,0,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),3,3,3,3,5,5,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,30,7,5,3,7,8,60,0,6,1,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,7,4,4,7,7,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,8,7,6,4,1,5,3,2-5 keer per week,2-5 keer per week,Met vrienden,4,Individuele sport,1,"Nederlands,Engels",5,8,2,Shooter,Af en toe,0,Snaarinstrument,Privélessen,6,Ja,15,10,Ja,Ja,Ja,"Nee, ik wilde wel maar kon dit niet of wist niet hoe",1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,15,10,10,18,10,15,11,10
21,Mannelijk,8800,21,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",2,Fiets,Nederlands,Nederlands,België,180,65,Rechtshandig,Rechtsvoetig,Nee,30,20,7,7,8,Hoger secundair onderwijs,Arbeider,Bachelor of equivalent (hogeschool),Arbeider,4500€ - 5999€,4,1,1,Twee-oudergezin: vader en moeder,,7,Nee,Ja,5,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,3,5,5,6,6,Nee,Nee,Programmeren,30,7,7,6,6,5,63,6,12,4,Software-ontwikkeling,Dat heb ik vaak gedaan,4,9,9,7,5,0,Ik probeer het onmiddellijk op te lossen,5,2,6,8,4,3,7,1,2-5 keer per week,2-5 keer per week,Met vrienden,6,Individuele sport,0,"Nederlands,Engels",5,8,2,Role Playing,Zelden,2,Nee,,,Nee,70,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,40,14,10,17,14,19,14,16
20,Mannelijk,9070,20,Ik verblijf thuis bij mijn ouders/voogd,15,Auto,Nederlands,Engels,België,178,63,Rechtshandig,Rechtsvoetig,Dyslexie,3,0,7,7,8,Hoger secundair onderwijs,Zelfstandige,Bachelor of equivalent (hogeschool),Arbeider,3000€ - 4499€,4,1,2,Twee-oudergezin: vader en moeder,,7,Ja,Nee,5,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,2,4,5,4,9,Nee,Nee,Programmeren,25,8,2,7,7,10,60,6,10,2,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,10,8,7,5,0,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,7,5,8,3,1,6,4,1 keer per week,1 keer per week,Met vrienden,6,Teamsport,0,Nederlands,2,2,5,Survival,Af en toe,2,Nee,,,Nee,20,20,Ja,Ja,Ja,"Nee, ik wilde wel maar kon dit niet of wist niet hoe",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,59,11,10,15,11,9,10,12
19,Mannelijk,9840,19,Ik verblijf thuis bij mijn ouders/voogd,9,Trein,Nederlands,Engels,België,185,83,Rechtshandig,Rechtsvoetig,"Aandachtstekort-hyperactiviteitstoornis (ADD/ADHD),Autismespectrumstoornis (ASS)",7,0,8,4,7,Bachelor of equivalent (hogeschool),Bediende,Bachelor of equivalent (hogeschool),Onderwijs,3000€ - 4499€,4,1,2,Twee-oudergezin: vader en moeder,,9,Ja,Ja,5,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),2.5,2,4,5,4,6,Nee,Nee,Programmeren,15,5,6,8,7,10,60,2,12,1,,Dat heb ik nog nooit gedaan,0,4,6,7,5,5,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",3,5,7,8,4,2,6,1,1 keer per week,1 keer per week,Alleen,1,Ik beoefen geen sport,0,,7,2,5,Survival,Af en toe,3,Nee,,,Nee,10,25,Ja,Ja,Ja,Ja,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,45,11,10,14,16,14,10,12
21,Mannelijk,1785,18,Ik verblijf thuis bij mijn ouders/voogd,20,Bus,Nederlands,Engels,België,176,70,Linkshandig,Rechtsvoetig,Nee,0,0,7,7,9,Master of equivalent (universiteit),Zelfstandige,Master of equivalent (universiteit),Bediende,> 6000€,5,2,2,Twee-oudergezin: vader en moeder,,8,Nee,Nee,5,Technisch Secundair Onderwijs (TSO),Stedelijke of gemeenteschool,2.5,4,4,3,3,6,Nee,Nee,Systeem- en netwerkbeheer,20,5,8,7,,10,31,5,5,2,Computerhardware,Dat heb ik wel eens gedaan,0,5,5,10,5,7,Ik sla het probleem over en bekijk het later nog eens,2,5,6,3,7,1,8,4,2-5 keer per week,> 5 keer per week,Met broers en/of zussen,15,Individuele sport,0,"Nederlands,Engels",7,4,2,Ik speel geen/nauwelijks computergames,Af en toe,0,Snaarinstrument,Muziekschool (deeltijds kunstonderwijs),6,Ja,15,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,,0,0,0,0,0,0,0,0,0,35,13,10,12,10,15,10,12
27,Mannelijk,9230,25,Ik verblijf thuis bij mijn ouders/voogd,18,Auto,Nederlands,"Engels,Frans",Anders,174,65,Linkshandig,Rechtsvoetig,Nee,2,25,6,5,7,Lager secundair onderwijs,Gepensioneerd,Hoger secundair onderwijs,Gepensioneerd,3000€ - 4499€,3,0,1,Twee-oudergezin: vader en moeder,,9,Nee,Nee,3,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),3,9,3,5,5,7,"Ja, een universitaire opleiding buiten STEM","Ja, een universitaire opleiding buiten STEM",Systeem- en netwerkbeheer,25,5,7,4,7,7,59,15,10,0,Systeembeheer,Dat heb ik wel eens gedaan,0,1,4,8,4,5,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,6,7,4,5,1,8,3,2-5 keer per week,2-5 keer per week,Met vrienden,0,Ik beoefen geen sport,2,"Nederlands,Engels",7,2,4,Role Playing,Af en toe,0,Nee,Muziekschool (deeltijds kunstonderwijs),,Nee,200,5,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,0.5,1,1,1,0,0.5,0,1,0,1,41,15,9,15,12,16,9,12
19,Mannelijk,8870,19,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",2,Fiets,Nederlands,Engels,België,170,86,Rechtshandig,Rechtsvoetig,Nee,3,0,6,2,8,Hoger secundair onderwijs,Arbeider,Master of equivalent (universiteit),Bediende,1500€ - 2999€,3,3,3,Twee-oudergezin: vader en moeder,6,8,Nee,Nee,6,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,2,4,4,4,7,Nee,Nee,Programmeren,35,1,9,5,8,9,60,3,10,0,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,7,6,10,2,0,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",4,7,6,8,2,1,5,3,> 5 keer per week,"Nee, nooit",Met vrienden,2,Individuele sport,0,Nederlands,2,10,20,Horror,Af en toe,0,Nee,,,Nee,60,0,Ja,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,0,1,1,0,0,0.5,0,1,0,1,35,11,12,10,11,12,12,12
22,Mannelijk,9320,21,Ik verblijf thuis bij mijn ouders/voogd,35,Trein,Nederlands,"Nederlands,Engels",België,178,88,Rechtshandig,Rechtsvoetig,Aandachtstekort-hyperactiviteitstoornis (ADD/ADHD),2,0,7,5,6,Master of equivalent (universiteit),Zelfstandige,Master of equivalent (universiteit),Bediende,3000€ - 4499€,4,1,1,Twee-oudergezin: vader en moeder,,3,Ja,Ja,5,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,3,4,5,6,4,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,30,8,3,1,5,5,60,0,10,2,Cybersecurity,Dat heb ik wel eens gedaan,0,6,6,8,5,0,Ik sla het probleem over en bekijk het later nog eens,2,6,7,8,4,1,5,3,> 5 keer per week,< 1 keer per week,Met vrienden,4,Ik beoefen geen sport,2,Engels,8,4,6,Multiplayer online battle arena,Vaak,2,Nee,,,Nee,20,5,Ja,Nee,Ja,Ja,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,55,13,15,12,11,12,10,13
21,Mannelijk,9900,12,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",20,Te voet,"Nederlands,Arabisch","Nederlands,Arabisch",België,185,80,Linkshandig,Rechtsvoetig,Nee,10,20,7,2,7,Hoger secundair onderwijs,Arbeider,Doctoraat,Arbeider,1500€ - 2999€,4,2,1,Alleenstaande of gescheiden moeder,,5,Ja,Nee,6,Kunstsecundair Onderwijs (KSO),Provinciale school,2.5,2,3,3,3,6,"Ja, een hogeschoolopleiding buiten STEM","Ja, een hogeschoolopleiding binnen STEM",Programmeren,2,4,4,4,4,4,30,2,50,20,Software-ontwikkeling,Dat heb ik vaak gedaan,0,1,1,1,1,1,Ik sla het probleem over en bekijk het later nog eens,2,1,3,4,5,6,7,8,< 1 keer per week,> 5 keer per week,Met broers en/of zussen,8,Individuele sport,2,Engels,2,2,2,Ik speel geen/nauwelijks computergames,Af en toe,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,20,10,8,2,2
